QuestionID,CodeWorkoutQuestionTitle,Max Score,X-WorkoutOfferingID,Description,Correct Question
1006, Move n to back of queue,1.0,11673,"Use this interface definition to solve this problem. Write a method to move the first n elements from a queue to the back of the queue. You should check that queue is not null and it has more than n elements to move. If queue is null or has less than n elements, it should do nothing. Make sure you use the interface from above.","void moveNToBack(QueueADT<String> queue, int n)
{
     if (queue == null || queue.numElements() < n) {
        return; // Do nothing if the queue is null or has less than n elements
    }

    // Move the first n elements to the back of the queue
    for (int i = 0; i < n; i++) {
        String element = queue.dequeue(); // Remove the front element
        queue.enqueue(element); // Add it to the back of the queue
    }
}

"
1010, Keep Evens,1.0,11673,"Use this interface definition to solve this problem. Write a method to given a queue, keeps only the even values in the queue. Note that you can't access the whole queue, you have to dequeue() one at a time and if it is an even number, then put it back in the queue. If it is not, then ignore it, thus dicarding it. If queue is null, it should do nothing.","void keepEvens(QueueADT<Integer> queue)
{
    if (queue != null) {
        int size = queue.numElements();
        for (int i = 0; i < size; i++) {
            Integer currentElement = queue.dequeue();
            if (currentElement % 2 == 0) {
                queue.enqueue(currentElement);
            }
        }
    }
}
"
992, Swap Top Two Nodes in Stack,1.0,11683,"Use this interface definition to solve this problem. Write a method to swap the top two elements of the stack. If the stack has less than 2 values, then do nothing. Otherwise, modify the stack by swapping the top two elements. The figure below shows an example of what this method should do. Worth noting: ","void swapTopTwo(StackADT<String> stack) {
    // 1. Check if the stack has less than 2 elements
    if (stack.numElements() < 2) {
        return; // Do nothing if there are less than 2 elements
    }

    // 2. Pop the top two elements
    String top1 = stack.pop();
    String top2 = stack.pop();

    // 3. Push them back in reverse order
    stack.push(top1); // The original top element goes in second
    stack.push(top2); // The original second element goes in first
}
"
509, reverseWord,1.0,11683,"Given a word, use a stack to reverse the word and return a new string with the original word in reverse order. You cannot use the reverse string methods in the String class. Examples:","public String reverseWord(String word) {
    // Create a stack to hold the characters
    Stack<Character> stack = new Stack<>();

    // Push each character of the word onto the stack
    for (int i = 0; i < word.length(); i++) {
        stack.push(word.charAt(i));
    }

    // Create a StringBuilder to build the reversed word
    StringBuilder reversed = new StringBuilder();

    // Pop each character from the stack and append it to the reversed string
    while (!stack.isEmpty()) {
        reversed.append(stack.pop());
    }

    // Return the reversed string
    return reversed.toString();
}
"
1017, Copy Queue to a Stack,1.0,11693,"Use these two interfaces to solve this problem. Write a method to remove all of the elements from the 'queue' (one by one) and add them to a newly created stack (use a StackArray<String>) and push the values in the stack. Return this stack. If queue is null, then just return an empty stack. Make sure you use the interfaces from above."," StackADT<String> copyQueueToStack(QueueADT<String> queue) {
    // 1. Create a new StackArray<String> (assuming StackArray implements StackADT)
    StackADT<String> stack = new StackArray<>();

    // 2. Check if the queue is null; if so, return an empty stack
    if (queue == null) {
        return stack; // Empty stack
    }

    // 3. Transfer elements from the queue to the stack
    while (!queue.isEmpty()) {
        // Dequeue element from the front of the queue and push it to the stack
        stack.push(queue.dequeue());
    }

    // 4. Return the stack
    return stack;
}
"
1018, Copy Stack to a Queue,1.0,11693,"Use these two interfaces to solve this problem. Write a method to remove all of the elements from the 'stack' (one by one) and add them to a queue. Create a new queue of type QueueArray<String>. If stack is null, then just return an empty queue. Otherwise, return a queue that contains all the elements that were popped off the stack. Make sure you use the interfaces above to solve the problem.","QueueADT<String> copyStackToQueue(StackADT<String> stack)
{
    QueueADT<String> q = new QueueArray<String>();
    if (stack == null || stack.isEmpty()) return q;
    while (! stack.isEmpty()){
        q.enqueue(stack.pop());
    }
    return q;
}
"
1019, Use a Stack to a Reverse order of a Queue,1.0,11693,"Use these two interfaces to solve this problem. Write a method that reverses the elements in a queue. For example, if the queue starts with ""A"",""B"",""C"" then after the routine runs, the queue should have ""C"",""B"", ""A"". This should work for all values in the queue. One easy way to do this is to use a stack and copy all elements from the queue and then copy the contents of the stack back to the queue. You should use a StackArray<String>. If queue is null, then do nothing. Make sure you use the interfaces from above.","void reverseQueue(QueueADT<String> queue) {
    // 1. Create a new StackArray<String> (assuming StackArray implements StackADT)
    StackADT<String> stack = new StackArray<>();

    // 2. Check if the queue is null; if so, do nothing
    if (queue == null) {
        return;
    }

    // 3. Transfer elements from the queue to the stack
    while (!queue.isEmpty()) {
        stack.push(queue.dequeue());
    }

    // 4. Transfer elements back from the stack to the queue (reversed order)
    while (!stack.isEmpty()) {
        queue.enqueue(stack.pop());
    }
}
"
974, Create New Node,1.0,11703,Using this class definition: Complete the method createNewNode that returns a new node using the constructor above.,"public node<E> createNewNode(E a)
{
  return new node<E>(a, null);
}
"
975, Build Two Nodes,1.0,11703,"Using this class definition: Complete the method build2Nodes that creates two objects of type node, and places the values of the a and b parameters in these nodes. The first node (a) should have its next field point to the second node created (b). The method should return the head of the list created, that is the pointer to the node with the value in a.","public node<E> build2Nodes(E a, E b)
{
    node<E> bnode = new node<E>(b, null);
    return new node<E>(a, bnode);
}
"
976, Build Three Nodes,1.0,11703,"Using this class definition: This is an extension of the previous problem, build2Nodes. You should build 3 nodes and store the value of a on the first, the value of b on the second, and the value of c on the third. The routine should return the pointer to the first node, the one with value of a stored in it.","public node<E> build3Nodes(E a, E b, E c)
{
    node<E> cnode = new node<E>(c, null);
    node<E> bnode = new node<E>(b, cnode);
    return new node<E>(a, bnode);
}
"
977, Build Nodes,1.0,11703,"Using this class definition: As a more general form of building nodes, this method takes an array of values and creates as many nodes as there are objects in the values array. This method returns the node that has the values[0]. The head node next points to values[1], and so forth.","public node<E> buildNodes(E[] values)
{
    if (values == null || values.length == 0) return null;
    node<E> next = new node<E>(values[values.length-1], null);
    for (int i = values.length - 2; i>=0; i--){
        node<E> cur = new node<E>(values[i], next);
        next = cur;
    }
    return next;
}
"
505, Count Linked Nodes,1.0,11703,"Consider the following class definition for a Node class: Write a method countNodes() that when given a list that starts at the node pointed by p, returns the number of nodes in the list. Note that if p is null (empty list), your method should return 0. In the first example below the following Node client code builds a linked list of two nodes, ""A"" and ""B"". The countNodes() call on line 2 returns 2. This second example builds a list by hand. The countNodes() call on line 6 returns a count of 3. Write the countNodes() method.","public int countNodes(Node p)  
{  
    if (p == null) return 0;
    Node cur = p;
    int count = 0;
    while (cur != null) {
        count++;
        cur = cur.next;
    }
    return count;
}
"
969, Update Nodes - 1,1.0,11723,"Using this class definition: Assume we have built a linked list with four nodes as shown in the image below and we pass this node (the pointer to the first element, head) to the routine below.  Complete the method changeMe to modify the list passed in as argument in variable head and return a pointer to a list as shown below: ","public static node<String> changeMe(node<String> head)
{
    if (head == null) return null;
    return head.next;
}
"
970, Update Nodes - 2,1.0,11723,"Using this class definition: Assume we have built a linked list with four nodes as shown in the image below and we pass this node (the pointer to the first element, head) to the routine below.  Complete the method changeMe to modify the list passed in as argument in variable head and return a pointer to a list as shown below: ","public static node<String> changeMe(node<String> head)
{
    node<String> cur = head;
    if (cur == null) return null;
    while (cur.next != null)
        cur = cur.next;
    return cur;
}
"
971, Update Nodes - 3,1.0,11723,"Using this class definition: Assume we have built a linked list with four nodes as shown in the image below and we pass this node (the pointer to the first element, head) to the routine below.  Complete the method changeMe to modify the list passed in as argument in variable head and return a pointer to a list as shown below: ","public static node<String> changeMe(node<String> head)
{
    node<String> nodeB = head.next; //aNext
    node<String> nodeC = nodeB.next; //bNext
    node<String> nodeD = nodeC.next; //cNext
    nodeB.next = nodeD;
    nodeC.next = nodeB;
    head.next = nodeC;
    return head;
}
"
972, Update Nodes - 4,1.0,11723,"Using this class definition: Assume we have built a linked list with four nodes as shown in the image below and we pass this node (the pointer to the first element, head) to the routine below.  Complete the method changeMe to modify the list passed in as argument in variable head and return a pointer to a list as shown below: ","public static node<String> changeMe(node<String> head)
{
    node<String> nodeE = new node<String>(""E"", null);
    nodeE.next = head;
    head = nodeE;
    return head;
}
"
973, Update Nodes - 5,1.0,11723,"Using this class definition: Assume we have built a linked list with four nodes as shown in the image below and we pass this node (the pointer to the first element, head) to the routine below.  Complete the method changeMe to modify the list passed in as argument in variable head and return a pointer to a list as shown below: ","public static node<String> changeMe(node<String> head)
{
    head.data = ""E"";
    return head;
}
"
1219, Complete method countLeaves,1.0,11743,"Define a recursive method countLeaves() that returns the number of leaves in the tree. Remember, a leaf node, sometimes called a terminal node, is a node with no children.","int countLeaves(BinaryNode<E> root)
{
  	if (root == null)
  	{
      return 0;
	}
    if (root.getLeft() == null && root.getRight() == null)
    {
    	return 1;
   	}
   	else
    {
    	return countLeaves(root.getLeft()) + countLeaves(root.getRight());
  	}
   
    
}
"
1224, Complete method countInternalNodes,1.0,11743,Define a recursive method countInternalNodes() that counts the number of internal nodes in a tree. Remember an internal node is a node with at least one child.,"int countInternalNodes(BinaryNode<E> root)
{
  	if (root == null)
  	{
      return 0;
	}
    if (root.getLeft() == null && root.getRight() == null)
    {
    	return 0;
   	}
   	else 
    {
     	return 1 + countInternalNodes(root.getLeft()) + countInternalNodes(root.getRight());  
    }
}
"
1220, Complete method countNodes,1.0,11743,Define a recursive method countNodes() that counts all the nodes in the tree. Returns the number of nodes.,"int countNodes(BinaryNode<String> root)
{
	if (root == null)
    {
        return 0;
    }
    return 1 + countNodes(root.getLeft()) + countNodes(root.getRight());
}
"
1218, Complete method computeHeight,1.0,11743,"Define a recursive method computeHeight() that returns the height of the tree. The height of the tree is the number of edges in the path from the root to the furthest terminal node. For empty trees (i.e., root == null), the height is 0, and for a tree with just a root node (i.e., root.getLeft() == null, root.getRight() == null) the height is still 0, as there is no path. Think of the height of a tree as the largest value of the heights of the two subtrees (left and right). The tree below has a height of 1.

The larger tree that follows has a height of 3.","int computeHeight(BinaryNode<E> root)
{
	if (root == null)
    {
        return 0;
    }
    if (root.getLeft() != null && root.getRight() != null)
    {
        return 1 + computeHeight(root.getLeft()) + computeHeight(root.getRight());
    }
    if (root.getLeft() == null && root.getRight() != null)
    {
        return 1 + computeHeight(root.getRight());
    }
    else if (root.getLeft() != null && root.getRight() == null)
    {
       	return 1 + computeHeight(root.getLeft());
    }
    else
    {
        return 0;
    }

}
"
1110, Complete method sumNodes,1.0,11743,Write a recursive function sumNodes that traverses the tree and returns the sum of all the values in the tree nodes.,"int sumNodes(BinaryNode<Integer> root)
{
	if (root == null)
    {
        return 0;
    }
  	return root.getValue() + sumNodes(root.getLeft()) + sumNodes(root.getRight());   
    
}
"
1111, Complete method multiplyNodes,1.0,11743,Write a recursive function multiplyNodes that traverses the tree and returns the product of all the values in the tree nodes.,"int multiplyNodes(BinaryNode<Integer> root)
{
	if (root == null)
    {
        return 1;
    }
  	return root.getValue() * multiplyNodes(root.getLeft()) * multiplyNodes(root.getRight());    
}
"
1438, Parenthesis notation,1.0,11743,"The String notation(BinaryNode<Integer> root) method converts a binary tree into a string representation of the tree using the parenthesized notation. This routine, however, has one small flaw. If the node is a leaf node, it returns a notation of the form (A - -) when it should just return A. All other uses of - is appropriate as they represent an empty left or right subtree (see the 2nd example below). Modify the routine so that it returns the proper notation. Here are some examples of trees, what the starting code returns and what it should return.","public String notation(BinaryNode<Integer> root)
{
    if (root == null)
        return ""-"";
    else {
        if (root.getLeft()==null && root.getRight()==null)
            return """" + root.getValue();
        
        String left = notation(root.getLeft());
        String right = notation(root.getRight());
        return ""("" + root.getValue() + "" "" +
            left + "" "" +
            right + "")"";
    }
}
"
1225, Complete add() for Binary Search Tree,1.0,11753,"Define a recursive method add(BinaryNode<E> treeRoot, E node) that inserts a node in a binary search tree (BST) in such a way that it maintains the order property of a BST. The code below shows the entry point for adding a node to a tree. The add(E) call checks for special cases: The logic for adding a node is as follows. Compare, using compareTo(), the node being added to the value (E) stored in the treeRoot.","BinaryNode<E> add(BinaryNode<E> treeRoot, E node)
{
  	int result = node.compareTo(treeRoot.getValue());
    if (result <= 0)
    {
     	if (treeRoot.getLeft() == null)
        {
         	treeRoot.setLeft(new BinaryNode<E>(node));  
        }
        else
        {
         	treeRoot.setLeft(add(treeRoot.getLeft(), node));   
        }
    }
    else
    {
       	if (treeRoot.getRight() == null)
        {
         	treeRoot.setRight(new BinaryNode<E>(node));  
        }
        else
        {
         	treeRoot.setRight(add(treeRoot.getRight(), node));   
        }   
    }
    
/*    if (current == null) {
        return new BinaryNode<>(node);
    }

    int comparison = node.compareTo(current.getData());
    if (comparison < 0) {
        current.setLeft(add(current.getLeft(), node));
    } else if (comparison > 0) {
        current.setRight(add(current.getRight(), node));
    }

    return current; */
    return treeRoot;
}
"
1342, Complete Course.compareTo(),1.0,11783,"For the Course class below to implements the Comparable interface, you must complete the compareTo method. Complete the compareTo() method in the class above as described below. The method takes as a parameter another Course, named other.","public int compareTo(Course other)
{
    if (other == null) {
        return -1;
    }

    // Compare the department strings lexicographically
    int deptComparison = this.dept.compareTo(other.dept);
    
    // If the departments are not equal, return the result of the comparison
    if (deptComparison != 0) {
        return deptComparison;
    }

    // If departments are equal, compare the course numbers
    return Integer.compare(this.number, other.number);
    
    
}
"
1343," Complete contains(Course[] courses, Course lookFor)",1.0,11783,"Using this Course class, complete the method below. Define the method contains() that takes two parameters: The method definition is: This method should return true if the course lookFor exists in courses, false otherwise. You must use a loop to iterate over the courses array.","boolean contains(Course[] courses, Course lookFor)
{
  // put your loop here
  for(int i = 0;i <courses.length ; i++){
   	if(courses[i] == lookFor){
     	return true;   
    }
  }
   return false;
}
"
1344," Complete findItem(Course[] courses, Course lookFor)",1.0,11783,"Using this Course class, complete the method below. Define the method findItem() that takes two parameters: The method definition is: This method should return the index into courses where the course lookFor if found, a negative number otherwise. You must use a loop to iterate over the courses array.","int findItem(Course[] courses, Course lookFor)
{
  // put your loop here
  for(int i = 0; i<courses.length; i++){
   if(courses[i] == lookFor){
    	return i  ; 
   }
  }
   return -1;
}
"
1345, Complete findSmallest(Course[] courses),1.0,11783,"Using this Course class, complete the method below. Define the method findSmallest() that an array of courses: This method returns the smallest value in the array of courses based on calls to compareTo(). You may assume that courses is never null nor empty. You must use a loop to iterate over the courses array.","Course findSmallest(Course[] courses)
{
  // put your loop here
    Course min = courses[0];
    
    for(int i = 0; i<courses.length; i++){
		if( min.compareTo(courses[i]) > 0){
         	min = courses[i];   
        }
    }
  return min;
}
"
1347, Repeated?,12.0,12112,"Write a method repeated that returns true if the parameter lookFor appears more than one time in the array elements. It should return false if lookFor appears 0 or 1 time. Note that you don't know the type of data you are processing, so you have to use equals() to compare objects.","public boolean repeated(E[] elements, E lookFor)
{
    int count = 0;
    for (E w : elements) {
        if (w.equals(lookFor))
            count++;
    }

    if (count > 1) return true;
    else return false;
}
"
1356, String suffix?,12.0,12112,"Write a method stringSuffix that returns true if the fullstring argument ends with the string stored in substring. It should return false otherwise. Examples: Note that you are NOT allowed to use any of startsWith(), endsWith() nor contains() but you may consult the String documentation for other methods to use.","public boolean stringSuffix(String fullstring, String substring) {
    if (substring.length() > fullstring.length()) {
        return false;
    }
    
    String endOfFullstring = fullstring.substring(fullstring.length() - substring.length());
    
    return endOfFullstring.equals(substring);
}
"
1354, Sum only digits,12.0,12112,"Write a hash key function that computes the sum of all digit characters in the key. Note that this is adding the ASCII value of the character, not the decimal value (e.g., '3' is 51). You could use the method Character.isDigit(char ch) to determine if a character is a digit (i.e. 0-9) or not. You may consult the Java documentation on Character and String for other methods to use. Examples:","public int hashkey(String key) {
    int sum = 0; 
    
    for (int i = 0; i < key.length(); i++) {
        char ch = key.charAt(i);
        
        if (Character.isDigit(ch)) {
            sum += (int) ch;
        }
    }
    
    return sum;
}
"
1124, Adding To Sets - 0 to 9,1.0,12142,"Add the numbers 0 to 9 to the set passed in as a parameter, and then return the set.","public Set<Integer> addToIntsSet(Set<Integer> intSet)
{
    for(int i = 0; i <= 9; i++){
        intSet.add(i);
    }
    return intSet;
}
"
1131, Set Contains - In Two Sets,1.0,12142,Write a method that will return true if the parameter value is in both of the given sets. Try to use only one line of code in the method.,"public boolean twoSetsContain(Set<Integer> set1, Set<Integer> set2, int value){
     return set1.contains(value) && set2.contains(value);
 
    
}
"
1362, ArraySet - Constructor,1.0,12149,"In this first problem, you will declare the instance variable named 'set' of type ArrayList<E>. YOU MUST use the name set for this instance variable. In the constructor, instantiate the set by creating a new ArrayList<E>. The clear() method should just (re)create a new set as a way to initialize it. You can assume the class definition is there for you: You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","	private ArrayList<E> set;

    public ArraySet() {
     
        set = new ArrayList<>();
    }

    public void clear() {
       
        set = new ArrayList<>();
    }

"
1363, ArraySet - add(),1.0,12149,"In this second problem, you will complete the add() method. This method adds an element to the end of the instance variable (set) you created in the previous problem. Worthy of note, a set does not allow duplicates. So, your add() method should check if the element is contained in the set already. If it is, then don't add it and return false. If it is not in the set already, then add it and return true. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public boolean add(E element)
{
  if (set.contains(element)){
      return false;
  }
    
  set.add(element);
   
  return true;
    
}
"
1364, ArraySet - remove(),1.0,12149,"In this third problem, you will complete the remove method. This method removes an element from the set. This method returns true if the element is removed from the set, false otherwise. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public boolean remove(E element)
{
	if (set.contains(element)) {
        
        set.remove(element);
        
        return true;
   }
    
   return false;
   
    
}
"
1365, ArraySet - size(),1.0,12149,"In this fourth problem, you will complete the size method. This method returns the number of elements stored in the set. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public int size()
{
   return set.size();
             
}
"
1366, ArrayStack - Constructor,1.0,12156,"In this first problem, you will declare the instance variable named 'stack' of type ArrayList<E>. YOU MUST use the name stack for this instance variable. In the constructor, instantiate the stack by creating a new ArrayList<E>. The clear() method should just (re)create a new stack as a way to initialize it. You can assume the class definition is there for you: You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","// 1. Define instance variable here, name it stack
   ArrayList<E> stack;
//
// Constructor
public ArrayStack()
{
   // 2. Create new instance
   stack = new ArrayList<E>();
}
public void clear()
{
   // 3. Empty the internal list that holds the values
   // for the stack by simply creating a new one.
   stack.clear();
}
"
1367, ArrayStack - push,1.0,12156,"In this second problem, you will complete the push() method. This method adds an element to the top of the stack stored in the instance variable (stack) you created in the previous problem. Worthy of note, a stack is a LIFO - last in, first out structure. You always add at one end of the linear structure and remove from the same end. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public boolean push(E element)
{
   return stack.add(element);
}
"
1368, ArrayStack - pop,1.0,12156,"In this third problem, you will complete the pop() method. This method removes (pops) the top element of the stack. Remember, the stack is stored in the instance variable (stack) you created in a previous problem. Worthy of note, a stack is a LIFO - last in, first out structure. You always add at one end of the linear structure and remove from the same end. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public E pop()
{
   // remove the top of the stack
    if (stack.isEmpty()) return null;
   return stack.remove(stack.size()-1);
}
"
1369, ArrayStack - topValue,1.0,12156,"In this fourth problem, you will complete the topValue() method. This method returns the top element of the stack, WITHOUT removing it. Remember, the stack is stored in the instance variable (stack) you created in a previous problem. Worthy of note, a stack is a LIFO - last in, first out structure. You always add at one end of the linear structure and remove from the same end. You might want to look at the documentation for ArrayList to refresh your memory of how to use that class.","public E topValue()
{
   // return the top of the stack (without removing it)
   if (stack.isEmpty()) return null;
   return stack.get(stack.size()-1);
}
"
1370, CircularQueue - frontValue,1.0,12169,"In this first problem, you will declare the frontValue() method for a circular array implementation of a queue. You can assume the full class definition is avilable for you. The constructor is shown below.","public E frontValue()
{
   // Your code here
   return queue[front];
}
"
1371, CircularQueue - enqueue,1.0,12169,"In this second problem, you will declare the enqueue() method for a circular array implementation of a queue. You can assume the full class definition is avilable for you. The constructor is shown below.","public boolean enqueue(E it)
{
   if (((rear+2) % maxSize) == front) {
      return false;  // Full
   }
   else {
      rear = (rear + 1) % maxSize;
      queue[rear] = it;
      count ++;
      return true;
      
   }
}
"
1372, CircularQueue - dequeue,1.0,12169,"In this third problem, you will declare the dequeue() method for a circular array implementation of a queue. You can assume the full class definition is avilable for you. The constructor is shown below.","public E dequeue() {
    if (front == rear) {
        return null;  // Queue is empty, return null
    } else {
        E element = queue[front];  // Get the front element
        front = (front + 1) % maxSize;  // Move front to the next position
        count--;  // Decrease count of elements
        return element;  // Return the dequeued element
    }
}
"
1351, String prefix?,12.0,12196,"Write a method stringPrefix that returns true if the fullstring argument begins with the string stored in substring. It should return false otherwise. Examples: Note that you are NOT allowed to use any of startsWith(), endsWith() nor contains() but you may consult the String documentation for other methods to use.","public boolean stringPrefix(String fullstring, String substring)
{
   for(int i = 0; i<substring.length(); i++){
    	   if(substring.charAt(i) != fullstring.charAt(i)){
            	   return false;
           }
       
   }
    
    return true;
}
"
1352, Sum all characters,12.0,12196,Write a hash key function that computes the sum of all characters in the key. You may consult the Java documentation on Character and String for other methods to use.,"public int hashkey(String key)
{
   int sum = 0;
   for (int i = 0; i <key.length(); i++){
    	char ch = key.charAt(i);
       sum += ch;
   }
    return sum;
}
"
1382, Deque - back(),1.0,12259,"In this problem you will declare the back() method for a circular array implementation of a deque (pronounced 'deck'). This method returns the value at the back of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","
public E back() {
  
    if (count == 0) {
        return null;  
    }

    
    return deque[rear];
}

"
1381, Deque - front(),1.0,12259,"In this problem you will declare the front() method for a circular array implementation of a deque (pronounced 'deck'). This method returns the value at the front of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","
public E front() {
 
    if (count == 0) {
        return null; 
    }

  
    return deque[(front + 1) % deque.length];
}

"
1383, Deque - push_front(),1.0,12259,"In this problem you will declare the push_front() method for a circular array implementation of a deque (pronounced 'deck'). This method pushes the value at the front of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","// Add an element to the at the beginning.
// @param element is the data to be added to the deque.
// @return true if the element was added, false otherwise.
public boolean push_front(E element)
{
    // Check if the deque is full
    if (count == deque.length) {
        return false; // Deque is full, cannot add element
    }

    // Decrement front index, considering circular array
    front = (front - 1 + deque.length) % deque.length;

    // Add the element at the new front index
    deque[(front + 1) % deque.length] = element; // Corrected here

    // Increment count
    count++;

    return true; // Element added successfully
}
"
1384, Deque - pop_front(),1.0,12259,"In this problem you will declare the pop_front() method for a circular array implementation of a deque (pronounced 'deck'). This method removes (pop) and returns the value at the front of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","// Remove the element from the front of the 
// deque and return it. Removes the front element.
// @return element from the front of the deque or null if

public E pop_front() {
    if (count == 0) {
       
        return null;
    }

    front = (front + 1) % deque.length;

    E element = deque[front];

  
    count--;

 
    return element;
}

"
1385, Deque - pop_back(),1.0,12259,"In this problem you will declare the pop_back() method for a circular array implementation of a deque (pronounced 'deck'). This method removes (pop) and returns the value at the back of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","// Remove the element from the back of the 
// deque and return it.
// @return element from the back of the deque or null if
public E pop_back() {
    if (count == 0) {
       
        return null;
    }

  
    rear = (rear - 1 + deque.length) % deque.length;

   
    E element = deque[rear];

  
    count--;

  
    return element;
}

"
1386, Deque - push_back(),1.0,12259,"In this problem you will declare the push_back() method for a circular array implementation of a deque (pronounced 'deck'). This method pushes the value at the back of a deque. A deque is a double ended queue. This data structure behaves like a queue but it has operations to add and remove from both front and back. The two sets of operations as defined in the next section. You can assume the full class definition is avilable for you. The constructor is shown below.  Important note: the index front is decremented after an element is added to the front, and incremented before an element is removed from the front. This means that the front element in the deque is at position front+1 % deque.length. On the other hand, back is incremented before adding an element on the back, and decremented after removing an element from the back. This means the element in the back of the deque is stored at location rear.","// Add an element to the back.
// @param element is the data to be added to the deque.
// @return true if the element was added, false otherwise.
public boolean push_back(E element) {
    // Check if the deque is full
    if (count == deque.length) {
        return false; // Cannot add element as deque is full
    }

    // Increment the rear index and wrap around if necessary
    rear = (rear + 1) % deque.length;

    // Add the element at the rear index
    deque[rear] = element;

    // Increment the count of elements
    count++;

    return true; // Element added successfully
}"
405, iterateOverList,1.0,12272,"Consider the following class definition: Write a while loop to make q refer successively to each Node in the linked list headed by p. q must end up referring to the last Node in the list. Given that the list L contains the elements ['_','_','_','_'] and p and q both point to the first '_'. Here is the initial set up:  and here is the expected final configuration ","public Link iterateOverList(Link p, Link q)
{
	q = p;
    while (q.next != null)
        q = q.next;    
    return q;
}
"
29, factorial,1.0,12318,Write a function in Java called factorial() that will take a positive integer as input and returns its factorial as output.,"public int factorial(int n)
{
    if (n == 0 || n == 1){
        return 1;
    }
    return n * factorial(n-1);
}
"
356, Perrin Numbers,1.0,12318,"In mathematics, the Perrin Numbers are defined by the recursion relation P(n) = P(n - 2) + P(n -3) for n > 2 with initial values Define a recursive function that gives the nth term in the Perrin sequence. Examples:","public int perrinNumber(int n) 
{
	if (n == 0) return 3;
    else if (n == 1) return 0;
    else if (n == 2) return 2;
    else {
        return perrinNumber(n-2) + perrinNumber(n-3);
    }
}
"
364, Fibonacci,1.0,12318,"In mathematics, the Fibonacci numbers are the numbers in the following integer sequence, characterized by the fact that every number after the first two is the sum of the two preceding ones: 0, 1, 1, 2, 3, 5, 8, 13, ... Write a recursive function that the returns the nth fibonacci number. Examples:","public int fibonacci(int n) {
    if (n == 0){
        return 0;
    } else if(n == 1){
        return 1;
    }
    return fibonacci(n - 1) + fibonacci (n - 2); 
}
"
1216, Lucas Numbers,1.0,12318,"In mathematics, the Lucas Numbers are a sequence of numbers defined by the recursive relation. L(n) = L(n - 1) + L(n - 2) for n > 1 with initial values Define a recursive function that gives the nth term in the Lucas sequence. Examples:","public int lucasNumber(int n)
{
	if (n == 0) return 2;
    else if (n == 1) return 1;
    else {
        return lucasNumber(n-1) + lucasNumber(n-2);
    }

}
"
1217, Padovan sequence,1.0,12318,"In mathematics, the Padovan sequence is a sequence of numbers defined by the recursive relation below. PN is short for Padovan Number. PN(n) = PN(n - 2) + PN(n - 3) for n > 2 with initial values Define a recursive function, padovanSequence that returns the nth term in the Padovan sequence. Examples:","public int padovanSequence(int n)
{
	if (n == 0) return 1;
    else if (n == 1) return 1;
    else if (n == 2) return 1;
    else {
        return padovanSequence(n-2) + padovanSequence(n-3);
    }
}
"
